catalogue	Taxo_level	species	genus	family	order	class	phylum	superkingdom	knowledge	
msp_1407	gut	genus	unclassified Lachnospiraceae B EuG	Lachnospiraceae B EuG	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1408	gut	family	unclassified Clostridiales 2k	unclassified Clostridiales 2k	Clostridiales 2k	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1409	gut	genus	unclassified Odoribacter	Odoribacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1410	gut & oral	species	Lactococcus lactis subsp. cremoris	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1412	gut	species	Prevotella disiens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1413	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1414	gut	genus	unclassified Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1415	gut	species	Firmicutes bacterium UBA1702	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_1416	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1417	gut	family	unclassified Bacilli RF39 CAG-822	unclassified Bacilli RF39 CAG-822	Bacilli RF39 CAG-822	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1418c	gut & oral	species	Streptococcus mitis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1419	gut	genus	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1420	gut	family	unclassified Clostridiales 2g	unclassified Clostridiales 2g	Clostridiales 2g	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1421	gut	genus	unclassified_Holdemanella	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_1422	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1423	gut	genus	unclassified Acutalibacter	Acutalibacter	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1424	gut	genus	unclassified Bacilli RF39 CAG-302 RUG705	Bacilli RF39 CAG-302 RUG705	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1425	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-605	Bacilli RF39 CAG-1000 CAG-605	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1426	gut	family	unclassified Bacilli RF39 CAG-302	unclassified Bacilli RF39 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1427	gut	genus	unclassified Bacilli RF39 CAG-611 UBA7057	Bacilli RF39 CAG-611 UBA7057	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1428	gut	genus	unclassified Lachnospiraceae K GCA-900066575	Lachnospiraceae K GCA-900066575	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1429	gut	family	unclassified Clostridiales 2b	unclassified Clostridiales 2b	Clostridiales 2b	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1430	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1432	gut	species	Citrobacter koseri	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1433	gut	genus	unclassified Negativibacillus	Negativibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1434	gut	family	unclassified Bacilli RF39 CAG-302	unclassified Bacilli RF39 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1435	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1436	gut	genus	unclassified Collinsella	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1437	gut	genus	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1438	gut	genus	unclassified Acutalibacteraceae 1	Acutalibacteraceae 1	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1439	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1440	gut	family	unclassified Opitutales CAG-312	unclassified Opitutales CAG-312	Opitutales CAG-312	Opitutales	Verrucomicrobiae	Verrucomicrobiota	Bacteria	unknown
msp_1441c	gut	species	Bacteroides faecichinchillae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1442	gut	family	unclassified Clostridiales 2g	unclassified Clostridiales 2g	Clostridiales 2g	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1443	gut	genus	unclassified Acutalibacteraceae 3 UBA1417	Acutalibacteraceae 3 UBA1417	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1444	gut	species	Ruminococcaceae bacterium D5	Negativibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1446	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1447	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1448	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1449	gut	genus	unclassified Bacilli RF39 CAG-611 CAG-611	Bacilli RF39 CAG-611 CAG-611	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1450	gut	genus	unclassified Bacilli RF39 CAG-611 CAG-451	Bacilli RF39 CAG-611 CAG-451	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1451	gut	class	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	Clostridia	Firmicutes	Bacteria	unknown
msp_1452	gut	genus	unclassified Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1454	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1455	gut	genus	unclassified Bacilli RF39 CAG-822 UBA3631	Bacilli RF39 CAG-822 UBA3631	Bacilli RF39 CAG-822	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1457	gut	species	Fenollaria massiliensis	Fenollaria	Helcococcaceae-Ezakiellaceae	Tissierellales	Clostridia	Firmicutes	Bacteria	known
msp_1458	gut	species	[Christensenellaceae] bacterium Phil10	unclassified Clostridiales 1c	Clostridiales 1c	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1459	gut	genus	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_1460	gut	species	Clostridia bacterium CIM:MAG 611	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1461	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1462	gut	family	unclassified Oscillospirales 2	unclassified Oscillospirales 2	Oscillospirales 2	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1463	gut	genus	unclassified Succinivibrio	Succinivibrio	Succinivibrionaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1464	gut	genus	unclassified Bilophila	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_1465	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1466	gut	order	unclassified Monoglobales 2	unclassified Monoglobales 2	unclassified Monoglobales 2	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_1467	gut	family	unclassified Methanomethylophilaceae	unclassified Methanomethylophilaceae	Methanomethylophilaceae	Methanomassiliicoccales	Thermoplasmata	Thermoplasmatota	Archaea	unknown
msp_1468	gut	genus	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1469	gut	genus	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1471c	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1472c	gut	species	Paraeggerthella hongkongensis	Paraeggerthella	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1473c	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1474	gut	genus	unclassified Rikenellaceae 2 RC9	Rikenellaceae 2 RC9	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1475	gut	species	Bacteroidales bacterium M1	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1476	gut & oral	species	Haemophilus pittmaniae	Haemophilus	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1478	gut	genus	unclassified Tyzzerella	Tyzzerella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1479	gut	genus	unclassified Clostridium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1481	gut	family	unclassified Clostridiales 1h	unclassified Clostridiales 1h	Clostridiales 1h	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1482	gut	genus	unclassified Bacteroides 2	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1483	gut	family	unclassified Oscillospirales 1 CAG-382	unclassified Oscillospirales 1 CAG-382	Oscillospirales 1 CAG-382	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1484	gut	genus	unclassified Lawsonibacter	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1485	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1486	gut	family	unclassified Clostridiales 2i	unclassified Clostridiales 2i	Clostridiales 2i	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1487	gut	family	unclassified Clostridiales 2d	unclassified Clostridiales 2d	Clostridiales 2d	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1490	gut	species	[Roseburia] sp. CAG:309	Lachnospiraceae B EuB	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1491	gut	species	[Clostridium] sp. 2789STDY5834920	unclassified Lachnospiraceae J	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1492	gut	genus	unclassified Lachnospiraceae K UBA7160	Lachnospiraceae K UBA7160	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1493	gut	genus	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1494c	gut	family	unclassified Clostridiales 1h	unclassified Clostridiales 1h	Clostridiales 1h	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1495	gut	genus	unclassified Phascolarctobacterium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_1496	gut	species	Ruminococcaceae bacterium UBA1375	Massilioclostridium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1497	gut	genus	unclassified Bacilli RF39 CAG-822 CAG-878	Bacilli RF39 CAG-822 CAG-878	Bacilli RF39 CAG-822	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1498	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-582	Bacilli RF39 CAG-1000 CAG-582	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1499	gut	genus	unclassified Coprococcus B	Coprococcus B	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1500	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1501	gut	family	unclassified Anaerotignaceae CAG-274	Anaerotignaceae CAG-274	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1502	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1503c	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1504	gut	genus	unclassified Bacilli RF39 CAG-611 RUG591	Bacilli RF39 CAG-611 RUG591	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1505	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1507	gut	family	unclassified Monoglobales UBA1381	unclassified Monoglobales UBA1381	Monoglobales UBA1381	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_1508	gut	genus	unclassified Acutalibacteraceae 3 UBA737	Acutalibacteraceae 3 UBA737	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1509	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1510c	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1511c	gut	species	Enterobacter asburiae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1513	gut	species	Rubneribacter badeniensis	Rubneribacter	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1514	gut	family	unclassified Clostridiales 2f	unclassified Clostridiales 2f	Clostridiales 2f	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1515	gut	genus	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1516	gut	family	unclassified Clostridiales 2d	unclassified Clostridiales 2d	Clostridiales 2d	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1517	gut	genus	unclassified Bacilli RF39 CAG-822 UBA5026	Bacilli RF39 CAG-822 UBA5026	Bacilli RF39 CAG-822	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1518	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-533	Bacilli RF39 CAG-1000 CAG-533	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1519	gut	genus	unclassified Pseudoflavonifractor	Pseudoflavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1520	gut	genus	unclassified Gemmiger	Gemmiger	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1521	gut	family	unclassified Clostridiales 2k	unclassified Clostridiales 2k	Clostridiales 2k	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1522	gut	genus	unclassified Alistipes 2	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1524	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1525	gut	species	[Clostridium] hylemonae	Extibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_1526	gut	genus	unclassified Succinatimonas	Succinatimonas	Succinivibrionaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1527	gut	genus	unclassified Lachnospiraceae K CAG-56	Lachnospiraceae K CAG-56	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1528	gut	species	Olsenella sp. An188	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1529	gut	genus	unclassified Mediterraneibacter	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1530c	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1531c	gut	species	Olsenella sp. GAM18	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1533	gut	genus	unclassified Lachnospiraceae K GCA-900066575	Lachnospiraceae K GCA-900066575	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1535	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1536	gut	genus	unclassified Bacilli RF39 CAG-302 RUG705	Bacilli RF39 CAG-302 RUG705	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1538	gut	species	[Clostridiales] bacterium CIM:MAG 912	unclassified Christensenellaceae	Christensenellaceae	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1539	gut	family	unclassified Christensenellales QAND01	unclassified Christensenellales QAND01	Christensenellales QAND01	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1540	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-1000	Bacilli RF39 CAG-1000 CAG-1000	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1541	gut	family	unclassified Lachnospiraceae H	unclassified Lachnospiraceae H	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1542	gut	family	unclassified Clostridiales 1c	unclassified Clostridiales 1c	Clostridiales 1c	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1543	gut & oral	species	Streptococcus oralis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1545	gut	family	unclassified Oscillospirales 3	unclassified Oscillospirales 3	Oscillospirales 3	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1546	gut	species	Muribaculaceae sp. 4	Muribaculaceae CAG-485	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1547c	gut	species	Companilactobacillus farciminis	Companilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1548	gut	genus	unclassified Fournierella	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1549	gut	genus	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1550	gut	genus	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1551	gut	family	unclassified Oscillospirales 4	unclassified Oscillospirales 4	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1552	gut	species	Lachnospiraceae bacterium UBA2886 & RUG297	Agathobacter	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1553	gut	genus	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1554c	gut	species	Kluyvera georgiana	Kluyvera	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1555c	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-628	Bacilli RF39 CAG-1000 CAG-628	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1556	gut	species	Holdemania filiformis	Holdemania	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_1557	gut	family	unclassified Eggerthellaceae	unclassified Eggerthellaceae	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1558	gut	family	unclassified Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_1559c	gut	species	Porphyromonas sp. HMSC065F10	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1560	gut	genus	unclassified Muribaculaceae CAG-485	Muribaculaceae CAG-485	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1561	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1562	gut	genus	unclassified Lachnoclostridium 2	Lachnoclostridium 2	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1564	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1565	gut	family	unclassified Bacilli RF39 CAG-302	unclassified Bacilli RF39 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1567	gut	species	Clostridium disporicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_1568	gut	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1570	gut	species	Porphyromonas asaccharolytica	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1571c	gut	species	[Bacteroides] coagulans	Ezakiella	Helcococcaceae-Ezakiellaceae	Tissierellales	Clostridia	Firmicutes	Bacteria	known
msp_1572	gut	genus	unclassified Oscillospirales 6 Marseille-P3106	Oscillospirales 6 Marseille-P3106	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1573	gut	family	unclassified Clostridiales 2c	unclassified Clostridiales 2c	Clostridiales 2c	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1574	gut	family	unclassified Clostridiales 1h	unclassified Clostridiales 1h	Clostridiales 1h	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1575	gut	genus	unclassified Ruminococcus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1576	gut	family	unclassified Eggerthellaceae	unclassified Eggerthellaceae	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1577	gut	genus	unclassified Oscillospirales 4 UBA5446	Oscillospirales 4 UBA5446	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1578c	gut	species	Bacteroides oleiciplenus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1579c	gut	family	unclassified Ruminococcaceae	unclassified Ruminococcaceae	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1580c	gut	species	Peptococcaceae sp. 1	unclassified Peptococcaceae	Peptococcaceae	Peptococcales	Peptococcia	Firmicutes	Bacteria	unknown
msp_1581	gut	genus	unclassified Lawsonibacter	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1582	gut	genus	unclassified Butyricimonas	Butyricimonas	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1583	gut	genus	unclassified Bacilli RF39 CAG-611 CAG-877	Bacilli RF39 CAG-611 CAG-877	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1584	gut	species	Pseudoflavonifractor capillosus	Pseudoflavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_1586	gut	genus	unclassified Lachnospiraceae B EuB	Lachnospiraceae B EuB	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1587	gut	class	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	Clostridia	Firmicutes	Bacteria	unknown
msp_1588	gut	genus	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1589	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1590c	gut	species	Holdemania sp. Marseille-P2844	Holdemania	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_1591	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1592	gut	family	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1594	gut	genus	unclassified Bacilli RF39 CAG-822 CAG-884	Bacilli RF39 CAG-822 CAG-884	Bacilli RF39 CAG-822	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1595	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
