catalogue	Taxo_level	species	genus	family	order	class	phylum	superkingdom	knowledge	
msp_2263	oral	family	unclassified Saccharimonadaceae	unclassified Saccharimonadaceae	Saccharimonadaceae	Saccharimonadales	Saccharimonadia	Patescibacteria	Bacteria	unknown
msp_2265	oral	species	[Actinomyces] bouchesdurhonensis	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2266	oral	genus	unclassified Alloprevotella	Alloprevotella	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2268	oral	species	Selenomonas sp. Marseille-P3560 & sp. oral taxon 149	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2269	oral	species	Mogibacterium diversum	Mogibacterium	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_2270	oral	species	Atopobium rimae	Atopobium	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_2271	oral	species	Selenomonas noxia	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_2272	oral	genus	unclassified Actinomyces	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2273	oral	species	Actinobaculum sp. oral taxon 183	Actinobaculum	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2274	oral	species	Prevotella sp. oral taxon 306	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2275	oral	species	[Actinomyces] sp. oral taxon 848 /  Actinomycetaceae bacterium BA112	Actinomycetaceae F0332	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2277	oral	species	Eubacterium sulci	Eubacterium 2	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_2279	oral	species	Actinomyces sp. oral taxon 170	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2280	oral	species	[Actinomyces] sp. oral taxon 180 str. F0310	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2281	oral	species	Actinomyces sp. Marseille-P3109	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2282	oral	species	Actinomyces sp. oral taxon 897	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2283	oral	species	Prevotellaceae bacterium Marseille-P2826	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2284	oral	species	Actinomyces timonensis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2285	oral	genus	unclassified Tessaracoccus	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2286	oral	species	Leptotrichia sp. oral taxon 215	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_2287	oral	genus	unclassified Treponema	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	unknown
msp_2289	oral	species	Neisseria sp. oral taxon 014	Neisseria	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_2291	oral	species	[Actinomyces] cardiffensis	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2292	oral	species	Porphyromonas sp. oral taxon 278	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2293	oral	species	Bacteroidetes oral taxon 274	unclassified Paludibacteraceae	Paludibacteraceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2294	oral	species	Stomatobaculum longum	Stomatobaculum	Lachnospiraceae D	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_2295	oral	species	Actinomyces oris 3	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2296	oral	species	Porphyromonas catoniae	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2297	oral	species	Prevotella nigrescens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2298	oral	species	Actinomyces oricola	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2299	oral	genus	unclassified Propionimicrobium	Propionimicrobium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2300	oral	species	Actinomyces oris 2	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2301	oral	species	Olsenella uli	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_2302	oral	species	Streptococcus cristatus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_2303	oral	species	Lachnoanaerobaculum umeaense	Lachnoanaerobaculum	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_2305	oral	species	Streptococcus rubneri	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_2306	oral	genus	unclassified Porphyromonas	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2307	oral	species	Leptotrichia hofstadii	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_2308	oral	family	unclassified Propionibacteriaceae	unclassified Propionibacteriaceae	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2309	oral	genus	unclassified Actinomyces	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2310	oral	species	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_2311	oral	genus	unclassified Tessaracoccus	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2312	oral	genus	unclassified Solobacterium	Solobacterium	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_2313	oral	family	unclassified Lachnospiraceae H	unclassified Lachnospiraceae H	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2315	oral	species	Prevotella oris	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2317	oral	species	Neisseria bacilliformis	Neisseria	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2318	oral	species	Selenomonas flueggei	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_2319	oral	genus	unclassified Selenomonas	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2320	oral	species	Cardiobacterium valvarum	Cardiobacterium	Cardiobacteriaceae	Cardiobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2321	oral	species	Kingella denitrificans	Kingella	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2322	oral	family	unclassified Saccharimonadaceae	unclassified Saccharimonadaceae	Saccharimonadaceae	Saccharimonadales	Saccharimonadia	Patescibacteria	Bacteria	unknown
msp_2325	oral	genus	unclassified Veillonella	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2326	oral	species	Selenomonas massiliensis	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_2328	oral	species	[Centipeda] periodontii	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_2329	oral	species	Lachnoanaerobaculum saburreum	Lachnoanaerobaculum	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_2332	oral	family	unclassified Lachnospiraceae H	unclassified Lachnospiraceae H	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2333	oral	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2334	oral	species	Actinomyces israelii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2335	oral	species	Leptotrichia buccalis	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_2336	oral	species	Selenomonas sp. FOBRC6	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2337	oral	genus	unclassified Treponema	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	unknown
msp_2339	oral	species	Tannerella forsythia	Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2340	oral	genus	unclassified Actinomyces	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2341	oral	species	Gemella morbillorum	Gemella	Gemellaceae	Staphylococcales	Bacilli	Firmicutes	Bacteria	known
msp_2342	oral	genus	unclassified Treponema	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	unknown
msp_2343	oral	species	Shuttleworthia satelles	Shuttleworthia	Lachnospiraceae D	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_2344	oral	family	unclassified Anaerolineaceae	unclassified Anaerolineaceae	Anaerolineaceae	Anaerolineales	Anaerolineae	Chloroflexota	Bacteria	unknown
msp_2345	oral	species	Prevotella multiformis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2347	oral	species	Leptotrichia sp. oral taxon 212	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_2348	oral	species	Aggregatibacter sp. oral taxon 458	Aggregatibacter	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_2349	oral	species	[Eubacterium] yurii	Peptoanaerobacter	Filifactoraceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_2350	oral	species	[Actinomyces] sp. oral taxon 181	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2351	oral	family	unclassified Rikenellaceae 3	unclassified Rikenellaceae 3	Rikenellaceae 3	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2352	oral	family	unclassified Lachnospiraceae D	unclassified Lachnospiraceae D	Lachnospiraceae D	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2355	oral	species	Prevotella pleuritidis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2356	oral	species	Fretibacterium fastidiosum	Fretibacterium	Aminobacteriaceae	Synergistales	Synergistia	Synergistetes	Bacteria	known
msp_2357	oral	family	unclassified Saccharimonadaceae	unclassified Saccharimonadaceae	Saccharimonadaceae	Saccharimonadales	Saccharimonadia	Patescibacteria	Bacteria	unknown
msp_2360	oral	genus	unclassified Selenomonas	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2361	oral	species	Treponema lecithinolyticum	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	known
msp_2362	oral	family	unclassified Selenomonadaceae	unclassified Selenomonadaceae	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2363	oral	species	Oribacterium sp. oral taxon 078	Oribacterium	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2364	oral	family	unclassified Atopobiaceae	unclassified Atopobiaceae	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_2365	oral	species	Mitsuokella sp. oral taxon 131	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2368	oral	genus	unclassified Parvimonas	Parvimonas	Helcococcaceae-Ezakiellaceae	Tissierellales	Clostridia	Firmicutes	Bacteria	unknown
msp_2370	oral	genus	unclassified Peptostreptococcus	Peptostreptococcus	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_2371	oral	species	[Prevotella] sp. oral taxon 473	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2372	oral	species	Prevotella oulorum	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2373	oral	species	Campylobacter gracilis	Campylobacter	Campylobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	known
msp_2374	oral	genus	unclassified Actinomycetaceae F0332	Actinomycetaceae F0332	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2375	oral	species	Abiotrophia defectiva	Abiotrophia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_2376	oral	family	unclassified Lachnospiraceae H	unclassified Lachnospiraceae H	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2378	oral	species	Oribacterium parvum	Oribacterium	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_2379	oral	species	Scardovia wiggsiae	Scardovia	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2380	oral	species	Olsenella profusa	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_2381	oral	species	Olsenella phocaeensis	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_2384	oral	genus	unclassified Chryseobacterium	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Bacteria	unknown
msp_2385	oral	family	unclassified Selenomonadaceae	unclassified Selenomonadaceae	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2386	oral	order	unclassified Absconditabacterales	unclassified Absconditabacterales	unclassified Absconditabacterales	Absconditabacterales	Gracilibacteria	Patescibacteria	Bacteria	unknown
msp_2387	oral	species	Catonella morbi	Catonella	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_2389	oral	family	unclassified Saccharimonadaceae	unclassified Saccharimonadaceae	Saccharimonadaceae	Saccharimonadales	Saccharimonadia	Patescibacteria	Bacteria	unknown
msp_2390	oral	species	Treponema vincentii	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	known
msp_2391	oral	species	Eubacterium infirmum	Eubacterium 2	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_2392	oral	species	Treponema maltophilum	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	known
msp_2393	oral	genus	unclassified Leptotrichia	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_2394	oral	species	Treponema denticola	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	known
msp_2395	oral	genus	unclassified Fretibacterium	Fretibacterium	Aminobacteriaceae	Synergistales	Synergistia	Synergistetes	Bacteria	unknown
msp_2396	oral	genus	unclassified Oribacterium	Oribacterium	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2398	oral	species	candidate division SR1 bacterium MGEHA	unclassified Absconditabacterales	unclassified Absconditabacterales	Absconditabacterales	Gracilibacteria	Patescibacteria	Bacteria	unknown
msp_2399	oral	species	Corynebacterium argentoratense	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2400	oral	species	Eikenella corrodens	Eikenella	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2401	oral	species	Prevotella oralis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2402	oral	family	unclassified Rikenellaceae 3	unclassified Rikenellaceae 3	Rikenellaceae 3	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2403	oral	genus	unclassified Desulfovibrio	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_2405	oral	species	Selenomonas sp. oral taxon 892	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2406	oral	species	Phocaeicola abscessus	Phocaeicola	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2407	oral	species	Oribacterium asaccharolyticum	Oribacterium	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_2408	oral	genus	unclassified Actinomycetaceae F0332	Actinomycetaceae F0332	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2410	oral	genus	unclassified Mitsuokella	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2414	oral	genus	unclassified Actinomyces	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2416	oral	family	unclassified Saccharimonadaceae	unclassified Saccharimonadaceae	Saccharimonadaceae	Saccharimonadales	Saccharimonadia	Patescibacteria	Bacteria	unknown
msp_2418	oral	genus	unclassified Campylobacter	Campylobacter	Campylobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	unknown
msp_2419	oral	genus	unclassified Actinomycetaceae F0332	Actinomycetaceae F0332	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2420	oral	genus	unclassified Leptotrichia	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_2424	oral	species	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_2425	oral	genus	unclassified Tessaracoccus	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2426	oral	genus	unclassified Selenomonas 2	Selenomonas 2	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2427	oral	species	Streptococcus constellatus subsp. pharyngis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_2429	oral	genus	unclassified Moraxella	Moraxella	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_2431	oral	genus	unclassified Olsenella	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_2432	oral	genus	unclassified Selenomonas 2	Selenomonas 2	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2433	oral	species	Porphyromonas gingivalis	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2434	oral	order	unclassified Clostridiales 2	unclassified Clostridiales 2	unclassified Clostridiales 2	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_2436	oral	species	Eubacterium nodatum	Eubacterium 2	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_2437	oral	genus	unclassified Selenomonas	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2438	oral	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2439	oral	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2441	oral	genus	unclassified Treponema	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	unknown
