,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
157,5,msp_0165,gut,genus,unclassified Fusicatenibacter,Fusicatenibacter,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1013,5,msp_1132,gut,order,unclassified Monoglobales 2,unclassified Monoglobales 2,unclassified Monoglobales 2,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
148,5,msp_0156,gut,genus,unclassified Parabacteroides,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
147,5,msp_0155,gut,species,Parabacteroides acidifaciens,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
142,5,msp_0149,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
128,5,msp_0135,gut,species,Enterocloster clostridioformis 2,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
665,5,msp_0710,gut,species,[Bacteroides] sp. CAG:927,Paramuribaculum,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1603,5,msp_1783,gut & oral,species,Fusobacterium periodonticum,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,known
906,5,msp_0992,gut,family,unclassified Methanomethylophilaceae,unclassified Methanomethylophilaceae,Methanomethylophilaceae,Methanomassiliicoccales,Thermoplasmata,Thermoplasmatota,Archaea,unknown
826,5,msp_0894,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
831,5,msp_0900,gut,genus,unclassified Angelakisella,Angelakisella,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1399,5,msp_1680,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
204,5,msp_0217,gut,species,Bacteroides ndongoniae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1215,5,msp_1400,gut,family,unclassified Christensenellales CAG-138,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1222,5,msp_1407,gut,genus,unclassified Lachnospiraceae B EuG,Lachnospiraceae B EuG,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1195,5,msp_1369,gut,genus,unclassified Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
601,5,msp_0640,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
863,5,msp_0938,gut,species,[Firmicutes] bacterium CAG:536,unclassified Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
1188,5,msp_1358,gut,genus,unclassified Butyricicoccus,Butyricicoccus,Butyricicoccaceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
856,5,msp_0929,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
714,5,msp_0768,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1179,5,msp_1345c,gut,family,unclassified Peptococcaceae,unclassified Peptococcaceae,Peptococcaceae,Peptococcales,Peptococcia,Firmicutes,Bacteria,unknown
1252,5,msp_1459,gut,genus,unclassified Anaerovoracaceae CAG-145,Anaerovoracaceae CAG-145,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
1146,5,msp_1299,gut,species,Massilicoli timonensis,Massilicoli,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
495,5,msp_0525,gut,genus,unclassified Muribaculaceae sp6,Muribaculaceae sp6,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1318,5,msp_1557,gut,family,unclassified Eggerthellaceae,unclassified Eggerthellaceae,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
613,5,msp_0653,gut,species,Muribaculaceae sp. 2,Muribaculum,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
877,5,msp_0955,gut,species,Firmicutes bacterium CAG:345,unclassified Bacilli RFN20 CAG-288,Bacilli RFN20 CAG-288,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
1322,5,msp_1567,gut,species,Clostridium disporicum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
581,5,msp_0620,gut,genus,unclassified Gastranaerophilaceae CAG-306,Gastranaerophilaceae CAG-306,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1337,5,msp_1592,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
693,5,msp_0746,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1359,5,msp_1624,gut,genus,unclassified Blautia,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
835,5,msp_0904,gut,species,[Ruminococcaceae] bacterium UBA5891,Acutalibacteraceae 3 UBA737,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1377,5,msp_1653,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1379,5,msp_1655c,gut,species,Desulfovibrio desulfuricans,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,known
1380,5,msp_1656,gut,genus,unclassified Sellimonas,Sellimonas,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1101,5,msp_1245,gut,species,Parvimonas sp. KA00067,Parvimonas,Helcococcaceae-Ezakiellaceae,Tissierellales,Clostridia,Firmicutes,Bacteria,unknown
992,5,msp_1098,gut,genus,unclassified Oscillospirales 5 CAG-110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1099,5,msp_1243,gut,species,[Clostridium] sp. CAG:710,Bacilli RF39 CAG-611 CAG-710,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
775,5,msp_0834,gut,genus,unclassified Dialister,Dialister,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1062,5,msp_1196,gut & oral,species,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
649,5,msp_0694,gut,genus,unclassified Parabacteroides,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
430,5,msp_0455,gut,species,Candidatus Gastranaerophilales sp1,Gastranaerophilaceae CAG-306,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1674,5,msp_2524,oral,species,Lacticaseibacillus rhamnosus,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
785,5,msp_0844c,gut & oral,species,Campylobacter concisus 2,Campylobacter,Campylobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,Bacteria,unknown
1687,5,msp_2629,oral,genus,unclassified Mogibacterium,Mogibacterium,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
82,5,msp_0088,gut,species,Butyricimonas sp. Marseille-P3923,Butyricimonas,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1638,5,msp_2310,oral,species,Streptococcus sobrinus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
945,5,msp_1042,gut,genus,unclassified Bacilli RF39 CAG-611 UBA7057,Bacilli RF39 CAG-611 UBA7057,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
744,5,msp_0798,gut,family,unclassified Clostridiales 1d,unclassified Clostridiales 1d,Clostridiales 1d,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
90,5,msp_0096,gut,species,Bacteroides sp. CAG:443,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
975,5,msp_1077,gut,genus,unclassified Lachnospiraceae G COE1,Lachnospiraceae G COE1,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
780,5,msp_0839,gut,species,[Clostridium] sp. CAG:964,Acutalibacteraceae 3 CAG-581,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1660,5,msp_2427,oral,species,Streptococcus constellatus subsp. pharyngis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
977,5,msp_1079,gut,family,unclassified Victivallales UBA1829,unclassified Victivallales UBA1829,Victivallales UBA1829,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
914,5,msp_1003,gut,species,[Eubacterium] sp. CAG:841,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
981,5,msp_1085,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1734,5,msp_2938,oral,species,Streptococcus timonensis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
637,5,msp_0681,gut,species,[Prevotella] sp. CAG:617,Bacteroidaceae CAG-617,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
465,4,msp_0493,gut,species,[Eubacterium] sp. CAG:603 & sp. 2789STDY5608818,unclassified Lachnospiraceae,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
886,4,msp_0967,gut,genus,unclassified Burkholderiaceae CAG-521,Burkholderiaceae CAG-521,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
911,4,msp_0999,gut,species,Collinsella stercoris,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
488,4,msp_0516,gut,genus,unclassified Victivallis,Victivallis,Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
1249,4,msp_1450,gut,genus,unclassified Bacilli RF39 CAG-611 CAG-451,Bacilli RF39 CAG-611 CAG-451,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
409,4,msp_0433,gut,genus,unclassified Lachnospiraceae B CAG-882,Lachnospiraceae B CAG-882,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
874,4,msp_0950c,gut,species,Sanguibacteroides justesenii == Gabonibacter massiliensis,Gabonibacter,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
421,4,msp_0446c,gut & oral,species,Oribacterium sinus,Oribacterium,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
820,4,msp_0888,gut,genus,unclassified Muribaculaceae CAG-485,Muribaculaceae CAG-485,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1649,4,msp_2371,oral,species,[Prevotella] sp. oral taxon 473,Prevotellamassilia,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1402,4,msp_1684,gut,species,[Faecalicatena] contorta,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1072,4,msp_1211,gut,species,[Clostridium] sp. CAG:762,Bacilli RF39 CAG-302 CAG-762,Bacilli RF39 CAG-302,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
371,4,msp_0393,gut,genus,unclassified Ruminiclostridium,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1172,4,msp_1335,gut,species,[Anaeromassilibacillus] sp. An172,Acutalibacteraceae 3 An172,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1408,4,msp_1693,gut,family,unclassified Peptococcaceae,unclassified Peptococcaceae,Peptococcaceae,Peptococcales,Peptococcia,Firmicutes,Bacteria,unknown
1413,4,msp_1700,gut,genus,unclassified Absiella-Longicatena,Absiella-Longicatena,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
547,4,msp_0580,gut,genus,unclassified Fusobacterium,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,unknown
1655,4,msp_2400,oral,species,Eikenella corrodens,Eikenella,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
343,4,msp_0363,gut,species,Bacteroides cutis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1167,4,msp_1328,gut,family,unclassified Bacilli RF39 CAG-611,unclassified Bacilli RF39 CAG-611,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
302,4,msp_0320,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1670,4,msp_2499,oral,species,Fusobacterium nucleatum subsp. vincentii,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,known
685,4,msp_0738,gut,species,Prevotella sp. UBA2874,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1170,4,msp_1332,gut,family,unclassified Christensenellales CAG-138,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
682,4,msp_0734,gut,species,Firmicutes bacterium CAG:555,Oscillospirales 4 F23-B02,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1387,4,msp_1667,gut,family,unclassified Christensenellales UBA7102,unclassified Christensenellales UBA7102,Christensenellales UBA7102,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1681,4,msp_2564,oral,species,Filifactor alocis,Filifactor,Filifactoraceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,known
1104,4,msp_1248,gut,order,unclassified Monoglobales 2,unclassified Monoglobales 2,unclassified Monoglobales 2,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
1385,4,msp_1664,gut,genus,unclassified Phocea,Phocea,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1313,4,msp_1551,gut,family,unclassified Oscillospirales 4,unclassified Oscillospirales 4,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
717,4,msp_0771,gut,species,Clostridiales bacterium UBA644,unclassified Oscillospirales 2,Oscillospirales 2,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
497,4,msp_0527,gut,species,[Clostridium] sp. CAG:307,unclassified Acholeplasmatales,unclassified Acholeplasmatales,Acholeplasmatales,Bacilli,Firmicutes,Bacteria,unknown
915,4,msp_1004,gut,family,unclassified Clostridiales 2c,unclassified Clostridiales 2c,Clostridiales 2c,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
935,4,msp_1029,gut,family,unclassified Oscillospirales 3,unclassified Oscillospirales 3,Oscillospirales 3,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
254,4,msp_0268,gut,species,Blautia sp. N6H1-15,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1712,4,msp_2854,oral,genus,unclassified Pauljensenia,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
294,4,msp_0311,gut,genus,unclassified Oscillospirales 4 F23-B02,Oscillospirales 4 F23-B02,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
872,4,msp_0948,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1695,4,msp_2697,oral,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1335,4,msp_1589,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
912,4,msp_1001,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
241,4,msp_0255,gut,genus,unclassified Victivallis,Victivallis,Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
1343,4,msp_1601,gut,genus,unclassified Clostridium,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1344,4,msp_1604,gut,genus,unclassified Tyzzerella,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
769,4,msp_0825,gut,species,Firmicutes bacterium CAG:791,unclassified Lachnospiraceae D,Lachnospiraceae D,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
365,4,msp_0387,gut,species,Firmicutes bacterium CAG:882,Lachnospiraceae B CAG-882,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
943,4,msp_1039,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1121,4,msp_1268,gut & oral,species,Lactobacillus acidophilus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1119,4,msp_1266,gut,species,[Acidiphilium] sp. CAG:727,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1688,4,msp_2631,oral,species,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
423,4,msp_0448,gut,order,unclassified Lachnospirales,unclassified Lachnospirales,unclassified Lachnospirales,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1115,4,msp_1260,gut,species,[Clostridium] sp. CAG:793,unclassified Clostridiales 2g,Clostridiales 2g,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
947,4,msp_1044,gut,genus,unclassified Fusobacterium,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,unknown
1378,4,msp_1654,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1109,4,msp_1253,gut,family,unclassified Clostridiales 2b,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
466,4,msp_0494,gut,family,unclassified Christensenellales CAG-138,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1382,4,msp_1660,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1285,4,msp_1510c,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
679,4,msp_0730,gut,family,unclassified Clostridiales 1e,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
598,4,msp_0637,gut,species,Alistipes sp. Marseille-P2431,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1469,4,msp_1823,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1234,4,msp_1423,gut,genus,unclassified Acutalibacter,Acutalibacter,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1233,4,msp_1422,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1019,4,msp_1140,gut,genus,unclassified Gordonibacter,Gordonibacter,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1550,4,msp_2006,gut,genus,unclassified Ruminococcus 2,Ruminococcus 2,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1733,4,msp_2936,oral,species,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1540,4,msp_1971,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
517,4,msp_0550,gut,genus,unclassified Frisingicoccus,Frisingicoccus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1025,4,msp_1149,gut,genus,unclassified Eisenbergiella,Eisenbergiella,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1506,4,msp_1902,gut,genus,unclassified Negativibacillus,Negativibacillus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
441,4,msp_0466,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1027,4,msp_1151,gut,genus,unclassified Succinivibrio,Succinivibrio,Succinivibrionaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
646,4,msp_0691,gut & oral,species,Lactobacillus amylovorus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
966,4,msp_1067,gut,family,unclassified Clostridiales 1d,unclassified Clostridiales 1d,Clostridiales 1d,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1030,4,msp_1155,gut,species,Bifidobacterium angulatum,Bifidobacterium,Bifidobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
325,4,msp_0344,gut,species,[Anaerotruncus] sp. CAG:390,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
171,4,msp_0181,gut,genus,unclassified Marvinbryantia,Marvinbryantia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
862,4,msp_0937,gut,genus,unclassified Duodenibacillus,Duodenibacillus,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1011,4,msp_1129,gut,family,unclassified Clostridiales 2e,unclassified Clostridiales 2e,Clostridiales 2e,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
535,4,msp_0568,gut,species,Prevotella sp. CAG:1124,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1225,4,msp_1410,gut & oral,species,Lactococcus lactis subsp. cremoris,Lactococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
444,4,msp_0470,gut,genus,unclassified Paraprevotella,Paraprevotella,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1004,4,msp_1122,gut,species,Firmicutes bacterium CAG:582,Bacilli RF39 CAG-1000 CAG-582,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
980,4,msp_1084,gut,species,[Eubacterium] sp. ER2,unclassified Lachnospiraceae J,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1002,4,msp_1118,gut,genus,unclassified Lachnospiraceae K CAG-56,Lachnospiraceae K CAG-56,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
630,4,msp_0673,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
526,4,msp_0559,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
399,4,msp_0421,gut,family,unclassified Clostridiales 2i,unclassified Clostridiales 2i,Clostridiales 2i,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
982,4,msp_1086,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
413,4,msp_0437c,gut & oral,species,Actinomyces oris,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
317,4,msp_0336,gut,species,Bacteroides fluxus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1613,4,msp_2216,oral,species,Neisseria flavescens,Neisseria,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
549,4,msp_0582,gut,species,[Clostridium] sp. CAG:632,Lachnospiraceae A CAG-632,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1510,4,msp_1907,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
515,4,msp_0548,gut,genus,unclassified Lachnospira,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
311,4,msp_0329,gut,species,Clostridium butyricum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
1493,4,msp_1871,gut,family,unclassified Monoglobaceae,unclassified Monoglobaceae,Monoglobaceae,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
1055,4,msp_1187,gut,species,Firmicutes bacterium CIM:MAG 721 / [Bacillus] sp. CAG:988,Bacilli RF39 CAG-611 CAG-988,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
732,4,msp_0786,gut,genus,unclassified Muribaculaceae UBA7173,Muribaculaceae UBA7173,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1485,4,msp_1850,gut,genus,unclassified Massilioclostridium,Massilioclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1184,4,msp_1352,gut,species,Enterobacter cloacae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1634,4,msp_2297,oral,species,Prevotella nigrescens,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
594,4,msp_0633,gut,species,Klebsiella michiganensis,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
310,4,msp_0328,gut,species,[Brachyspira] sp. CAG:484,Gastranaerophilaceae CAG-484,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1181,4,msp_1348,gut,family,unclassified Clostridiales 2f,unclassified Clostridiales 2f,Clostridiales 2f,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
