,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
651,19,msp_0696,gut,species,Acidaminococcus fermentans,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,known
234,18,msp_0247,gut,species,[Clostridium] sp. 44_14 & CAG:277,Lachnospiraceae B TF01-11,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
230,18,msp_0243,gut,species,[Clostridium] sp. CAG:253,Lachnospiraceae B TF01-11,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
464,18,msp_0492,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
110,18,msp_0117,gut,species,Butyricimonas faecalis,Butyricimonas,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
788,18,msp_0847,gut,species,Flavobacteriales bacterium UBA1820,unclassified Flavobacteriales UBA1820,Flavobacteriales UBA1820,Flavobacteriales,Flavobacteriia,Bacteroidota,Bacteria,unknown
102,18,msp_0108,gut & oral,species,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
278,18,msp_0294,gut,species,Butyrivibrio sp. CAG:318,Butyrivibrio,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
676,18,msp_0725,gut,species,[Clostridiales] bacterium CIM:MAG 491,Oscillospirales 6 NK3B98,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1331,18,msp_1581,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
891,18,msp_0976,gut,genus,unclassified Oscillospirales 5 CAG-170,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1242,18,msp_1436,gut,genus,unclassified Collinsella,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1166,18,msp_1325,gut & oral,species,[Megasphaera] micronuciformis,Anaeroglobus,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
324,18,msp_0343,gut,species,[Clostridium] sp. CAG:413,Acutalibacteraceae 1 CAG-177,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
808,18,msp_0872,gut,species,[Clostridium] sp. CAG:567,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
564,18,msp_0598,gut,species,Prevotella sp. CAG:1092,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
747,17,msp_0801,gut,species,Sutterella parvirubra,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
380,17,msp_0402,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
265,17,msp_0279,gut,species,Cloacibacillus porcorum,Cloacibacillus,Synergistaceae,Synergistales,Synergistia,Synergistetes,Bacteria,known
1272,17,msp_1485,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
756,17,msp_0811,gut,species,[Staphylococcus] sp. CAG:324,unclassified Bacilli ML615J-28 CAG-313,Bacilli ML615J-28 CAG-313,Bacilli ML615J-28,Bacilli,Firmicutes,Bacteria,unknown
580,17,msp_0619,gut,genus,unclassified Massilioclostridium,Massilioclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1003,17,msp_1120,gut,genus,unclassified Lachnospiraceae C EuR,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
603,16,msp_0642,gut,species,Proteobacteria bacterium CAG:495,Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239,Alphaproteobacteria RF32,Alphaproteobacteria,Proteobacteria,Bacteria,unknown
711,16,msp_0765,gut,genus,unclassified Prevotellamassilia,Prevotellamassilia,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
604,16,msp_0643,gut,genus,unclassified Oscillospirales 5 CAG-110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
243,16,msp_0257,gut,species,Prevotella sp. UBA634,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
871,16,msp_0947,gut,species,[Clostridium] sp. 26_22,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
474,16,msp_0502,gut,genus,unclassified Bacteroides 2,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
402,16,msp_0424,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1582,16,msp_0295,gut & oral,species,Desulfovibrio fairfieldensis,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,known
984,16,msp_1089,gut & oral,species,Lacticaseibacillus casei == paracasei,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
766,16,msp_0821,gut,species,Firmicutes bacterium CAG:313,unclassified Bacilli ML615J-28 CAG-313,Bacilli ML615J-28 CAG-313,Bacilli ML615J-28,Bacilli,Firmicutes,Bacteria,unknown
852,16,msp_0925,gut & oral,species,Lactobacillus paragasseri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
139,16,msp_0146c,gut & oral,species,Streptococcus sanguinis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
516,16,msp_0549,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
616,16,msp_0656,gut,species,[Succinatimonas] sp. UBA2849 & sp. CAG:777,Succinivibrio,Succinivibrionaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
228,16,msp_0241,gut & oral,species,Klebsiella variicola,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
164,16,msp_0174,gut,species,Klebsiella quasipneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
529,16,msp_0562,gut,species,Enorma massiliensis,Enorma,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
169,16,msp_0179,gut,species,Coprococcus eutactus,Coprococcus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
262,15,msp_0276,gut,species,Flavonifractor sp. An10,Flavonifractor,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
654,15,msp_0699,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
636,15,msp_0679,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
597,15,msp_0636,gut,species,Bacteroidales bacterium 55_9,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
428,15,msp_0453,gut,genus,unclassified Oscillospirales 5 CAG-170,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
985,15,msp_1090,gut,family,unclassified Christensenellaceae,unclassified Christensenellaceae,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1637,15,msp_2305,oral,species,Streptococcus rubneri,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
621,15,msp_0663,gut,family,unclassified Oscillospirales 1 CAG-382,unclassified Oscillospirales 1 CAG-382,Oscillospirales 1 CAG-382,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
917,15,msp_1006,gut & oral,species,Limosilactobacillus fermentum,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1329,15,msp_1579c,gut,family,unclassified Ruminococcaceae,unclassified Ruminococcaceae,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
388,15,msp_0410,gut,species,Clostridiales bacterium CIM:MAG 131,Acutalibacteraceae 3 An200,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1336,15,msp_1590c,gut,species,Holdemania sp. Marseille-P2844,Holdemania,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
1007,15,msp_1125,gut,species,Eggerthella sp. CAG:368,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
237,15,msp_0251,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
786,15,msp_0845,gut,species,[Clostridium] sp. CAG:440,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
739,15,msp_0793,gut,genus,unclassified Anaerovoracaceae CAG-145,Anaerovoracaceae CAG-145,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
1445,15,msp_1754,gut,species,[Raoultella] ornithinolytica,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
860,15,msp_0933,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
401,15,msp_0423,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
811,15,msp_0876,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
203,15,msp_0216,gut,species,Odoribacter laneus,Odoribacter,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
946,14,msp_1043,gut,species,[Mycoplasma] sp. CAG:611,Bacilli RF39 CAG-611 CAG-611,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
220,14,msp_0233,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1398,14,msp_1679,gut,genus,unclassified Niameybacter,Niameybacter,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
232,14,msp_0245,gut,species,Megasphaera massiliensis,Megasphaera,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
617,14,msp_0657,gut,species,Clostridiales bacterium CIM:MAG 272,unclassified Clostridiales 2i,Clostridiales 2i,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1094,14,msp_1238,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
387,14,msp_0409,gut & oral,species,Pyramidobacter piscolens,Pyramidobacter,Dethiosulfovibrionaceae,Synergistales,Synergistia,Synergistetes,Bacteria,known
1450,14,msp_1766,gut,species,Enterobacter ludwigii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
417,14,msp_0441,gut,genus,unclassified Agathobacter,Agathobacter,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
34,14,msp_0038,gut,family,unclassified Victivallales UBA1829,unclassified Victivallales UBA1829,Victivallales UBA1829,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
1376,14,msp_1652,gut,genus,unclassified Intestinimonas,Intestinimonas,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
698,14,msp_0751,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
792,14,msp_0852,gut,species,Absiella dolichum,Absiella-Longicatena,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,known
950,14,msp_1047,gut,genus,unclassified Bacilli RF39 CAG-1000 CAG-460,Bacilli RF39 CAG-1000 CAG-460,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
876,14,msp_0953,gut,family,unclassified Ruminococcaceae,unclassified Ruminococcaceae,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1041,14,msp_1172,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
383,14,msp_0405,gut,species,Ruminococcus sp. CAG:403,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
870,14,msp_0946,gut,species,Collinsella intestinalis,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
455,14,msp_0481,gut,species,Ruminococcus sp. CAG:579,Ruminococcus 2,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1342,14,msp_1600,gut,genus,unclassified Porphyromonas,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
887,14,msp_0969,gut,species,Olsenella provencensis,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
470,14,msp_0498,gut,species,[Ruminococcus] sp. CAG:488,Acutalibacteraceae 1 CAG-488,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
328,14,msp_0347,gut,species,Clostridium paraputrificum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
258,14,msp_0272,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
453,14,msp_0479,gut,species,[Eubacterium] sp. Marseille-P5640,Absiella-Longicatena,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
1056,14,msp_1188,gut,species,Ruminococcaceae bacterium CIM:MAG 577,Ruthenibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
406,14,msp_0430,gut,family,unclassified Clostridiales 1e,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
483,14,msp_0511,gut,genus,unclassified Muribaculaceae sp3,Muribaculaceae sp3,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
713,14,msp_0767,gut,genus,unclassified Tyzzerella,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1217,13,msp_1402,gut,family,unclassified Anaerotignaceae,unclassified Anaerotignaceae,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
955,13,msp_1054,gut,species,[Clostridium] sp. CAG:780,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
873,13,msp_0949,gut,genus,unclassified Merdibacter,Merdibacter,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
881,13,msp_0961,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1628,13,msp_2277,oral,species,Eubacterium sulci,Eubacterium 2,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,known
1339,13,msp_1596,gut,species,Parolsenella catena,Parolsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
798,13,msp_0858,gut,species,[Clostridium] sp. CAG:433,Bacilli RF39 CAG-433 CAG-433,Bacilli RF39 CAG-433,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
900,13,msp_0985,gut,species,[Mycoplasma] sp. CAG:472,Bacilli RF39 CAG-1000 CAG-460,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1315,13,msp_1553,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
928,13,msp_1019,gut,species,Oxalobacter formigenes,Oxalobacter,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
791,13,msp_0851,gut,family,unclassified Anaerovoracaceae,unclassified Anaerovoracaceae,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
818,13,msp_0885,gut,genus,unclassified Lachnospiraceae C EuR,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
993,13,msp_1100,gut,genus,unclassified Oscillospirales 6 NK3B98,Oscillospirales 6 NK3B98,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
692,13,msp_0745,gut,species,Frisingicoccus caecimuris,Frisingicoccus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1048,13,msp_1180,gut,genus,unclassified Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
998,13,msp_1111,gut,species,[Clostridium] sp. CAG:568,unclassified Bacilli RFN20 CAG-288,Bacilli RFN20 CAG-288,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
847,13,msp_0918,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1738,13,msp_2944,oral,species,[Carnobacterium] maltaromaticum,Granulicatella,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
386,13,msp_0408,gut & oral,species,Limosilactobacillus mucosae,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
587,13,msp_0626,gut,species,Citrobacter portucalensis,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
623,13,msp_0665,gut,species,[Clostridiales] Family XIII bacterium CIM:MAG 1057,unclassified Anaerovoracaceae,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
170,13,msp_0180,gut,species,Blautia coccoides == Blautia producta,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
224,13,msp_0237,gut,species,[Roseburia] sp. CAG:182,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
238,13,msp_0252,gut,genus,unclassified Ruminiclostridium,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
424,13,msp_0449,gut,family,unclassified Clostridiales 1e,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
555,13,msp_0588,gut,genus,unclassified Acutalibacteraceae 3 UBA1417,Acutalibacteraceae 3 UBA1417,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
554,13,msp_0587,gut,genus,unclassified Fusobacterium,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,unknown
460,13,msp_0488,gut,species,Acidaminococcus massiliensis,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,known
392,13,msp_0414,gut,species,Duodenibacillus massiliensis,Duodenibacillus,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
56,13,msp_0061,gut,species,Bacteroides congonensis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
641,13,msp_0686,gut,species,[Ruminococcus] sp. CAG:382,unclassified Oscillospirales 1 CAG-382,Oscillospirales 1 CAG-382,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
408,13,msp_0432,gut,family,unclassified Clostridiales 1h,unclassified Clostridiales 1h,Clostridiales 1h,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
362,12,msp_0384,gut,genus,unclassified Oscillospirales 5 CAG-110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
247,12,msp_0261,gut,species,[Bacteroides] sp. CAG:770,Rikenellaceae 2 RC9,Rikenellaceae 2,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
190,12,msp_0201,gut,species,Akkermansia sp. KLE1605,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
1365,12,msp_1634,gut,species,Slackia piriformis,Slackia,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
1356,12,msp_1621,gut,order,unclassified Monoglobales 1,unclassified Monoglobales 1,unclassified Monoglobales 1,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
394,12,msp_0416,gut,species,[Bacteroides] sp. CAG:709,Rikenellaceae 2 RC9,Rikenellaceae 2,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
375,12,msp_0397,gut,genus,unclassified Acetatifactor,Acetatifactor,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
227,12,msp_0240,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
405,12,msp_0429,gut,species,Alistipes timonensis,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
