,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
154,87,msp_0161,gut,species,[Eubacterium] sp. CAG:248,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
122,87,msp_0128,gut,species,Butyricimonas virosa,Butyricimonas,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
518,86,msp_0546,gut,species,[Clostridium] sp. CAG:245 & CIM:MAG 941,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
406,86,msp_0425,gut,genus,unclassified Evtepia,Evtepia,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
328,85,msp_0345,gut,species,Faecalibacterium prausnitzii 8,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
308,85,msp_0325,gut,species,Ruminococcus sp. UNK.MGS-30,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
939,85,msp_1021,gut,species,Clostridia bacterium CIM:MAG 232,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
133,84,msp_0139,gut,species,Coprobacter fastidiosus,Coprobacter,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
26,83,msp_0028,gut,species,Parabacteroides goldsteinii,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
139,83,msp_0145,gut,species,Parasutterella excrementihominis,Parasutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
841,83,msp_0906,gut,species,[Clostridium] sp. 2789STDY5834924,Lachnoclostridium 2,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
186,83,msp_0195,gut,species,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,known
1595,81,msp_0313,gut & oral,species,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
44,81,msp_0047,gut,species,[Eubacterium] sp. CAG:115,Ruminococcaceae CAG-115,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
169,80,msp_0178,gut,species,Ruminococcus sp. A254.MGS-254 & CAG:254,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1592,80,msp_0197,gut & oral,species,Megasphaera sp. BL7 & NM10,Megasphaera,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1035,80,msp_1143,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
489,80,msp_0512,gut,species,Firmicutes bacterium CAG:321,Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
450,80,msp_0471,gut,genus,unclassified Oscillospirales 6 UBA9475,Oscillospirales 6 UBA9475,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
928,78,msp_1009,gut,species,Senegalimassilia anaerobia,Senegalimassilia,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
445,78,msp_0464,gut,species,[Eubacterium] ramulus 2,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
340,78,msp_0357,gut,species,[Clostridium] sp. CAG:169,Negativibacillus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
896,78,msp_0977,gut,species,[Flavonifractor] sp. 2789STDY5834895 & sp. 2789STDY5834937 /  [Clostridium] sp. 2789STDY5608878,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
751,78,msp_0800,gut,species,Eggerthella sp. 51_9 & CAG:209,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
234,77,msp_0246,gut,species,Tyzzerella nexilis,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
193,77,msp_0203,gut,species,Negativibacillus massiliensis,Negativibacillus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
379,76,msp_0398,gut,species,Clostridia bacterium CIM:MAG 635,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
571,76,msp_0604,gut,species,Dorea sp. CAG:105,Dorea,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
766,75,msp_0818,gut,species,[Clostridium] sp. CAG:302,Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
7,75,msp_0008,gut,species,Bacteroides intestinalis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
746,74,msp_0794,gut,species,Slackia isoflavoniconvertens,Slackia,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
556,74,msp_0585,gut,species,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,known
272,73,msp_0287,gut,species,Alistipes ihumii,Alistipes 2,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
189,72,msp_0199,gut,species,Muribaculaceae sp. 6,Muribaculaceae sp6,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
385,72,msp_0404,gut,genus,unclassified Oscillospirales 5 CAG-170,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
526,71,msp_0554,gut,species,Anaerostipes hadrus 2,Anaerostipes,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
804,71,msp_0861,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
262,70,msp_0274,gut,species,Sellimonas intestinalis == Drancourtella massiliensis,Sellimonas,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1388,70,msp_1643c,gut,species,[Ruminococcus] sp. JC304,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
813,70,msp_0874,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1170,69,msp_1323,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
548,68,msp_0576,gut,genus,unclassified Lachnospiraceae C EuR,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1157,68,msp_1302,gut,genus,unclassified Oscillospirales 5 CAG-170,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
218,68,msp_0230,gut,species,Alistipes inops == Tidjanibacter massiliensis,Tidjanibacter,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
268,68,msp_0281,gut,species,Catenibacterium sp. CAG:290,Catenibacterium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
452,67,msp_0473c,gut,species,[Clostridium] sp. 2789STDY5834874 & sp. 2789STDY5608885,Lachnospiraceae K GCA-900066575,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
210,67,msp_0221,gut,species,Acidaminococcus intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,known
732,66,msp_0780,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
318,66,msp_0335,gut,species,Alistipes dispar,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1590,66,msp_0030,gut & oral,species,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
127,66,msp_0133,gut,species,Coprococcus sp. 2789STDY5608819 / [Clostridium] sp. CAG:264,Coprococcus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
250,66,msp_0262,gut,species,Ruminococcus callidus,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
587,65,msp_0623,gut,species,Erysipelatoclostridium sp2,Erysipelatoclostridium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
232,65,msp_0244,gut,species,[Ruminococcus] sp. CAG:60 / Blautia sp. 2789STDY5608836,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
820,65,msp_0884,gut & oral,species,Veillonella atypica,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
192,64,msp_0202,gut,species,[Acinetobacter] sp. N54.MGS-139 / Proteobacteria bacterium CAG:139,Parasutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
393,64,msp_0412,gut,species,[Bacteroides] sp. CAG:144,unclassified Barnesiellaceae,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
142,64,msp_0148c,gut & oral,species,Veillonella infantium,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
612,64,msp_0648,gut,species,Holdemanella biformis,Holdemanella,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,known
213,64,msp_0224,gut,species,Prevotella copri 2,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
57,63,msp_0060,gut,species,Lachnospiraceae bacterium CIM:MAG 844 / Firmicutes bacterium CAG:95,Acetatifactor,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
53,63,msp_0056,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
680,62,msp_0723,gut,genus,unclassified Oscillospirales 5 CAG-170,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
60,62,msp_0063,gut,species,Bacteroides clarus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
321,62,msp_0338,gut,species,Fusobacterium mortiferum,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,known
523,62,msp_0551,gut,species,[Eubacterium] sp. CAG:192,Lachnospiraceae B EuG,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1011,61,msp_1114,gut,species,Allisonella histaminiformans,Allisonella,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
301,61,msp_0318,gut,species,Alistipes indistinctus,Alistipes 2,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
487,61,msp_0510,gut,species,Mediterraneibacter glycyrrhizinilyticus,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
82,61,msp_0086,gut,species,[Clostridium] symbiosum,Lachnoclostridium,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
106,60,msp_0111,gut,species,[Faecalimonas] umbilicata,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
34,60,msp_0037,gut,species,Bacteroides salyersiae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
952,60,msp_1038,gut,species,Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
549,59,msp_0578,gut,species,[Clostridium] sp. CAG:269,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
466,58,msp_0489,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
555,58,msp_0584,gut,species,Eggerthella sp. CAG:298,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
844,58,msp_0910,gut,species,Bifidobacterium catenulatum,Bifidobacterium,Bifidobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
166,57,msp_0175,gut,species,Lachnospiraceae bacterium TF01-11 / [Clostridium] sp. CAG:122,Lachnospiraceae B TF01-11,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
709,56,msp_0756,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
220,56,msp_0232,gut,species,Dorea sp. CAG:317,Dorea,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
508,56,msp_0534,gut,species,Firmicutes bacterium CAG:176_63_11,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
948,56,msp_1032,gut,genus,unclassified Evtepia,Evtepia,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
949,55,msp_1033,gut,species,[Clostridium] sp. CAG:273,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
164,55,msp_0173,gut,species,[Christensenellaceae] bacterium Phil1 & [Clostridium] sp. CAG:226,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
448,55,msp_0467,gut,species,Firmicutes bacterium CAG:94,Acutalibacter,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
226,55,msp_0238,gut,species,Clostridiales bacterium CIM:MAG 404,Lachnospiraceae B EuB,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
691,54,msp_0735,gut,species,Monoglobus pectinilyticus,Monoglobus,Monoglobaceae,Monoglobales,Clostridia,Firmicutes,Bacteria,known
180,54,msp_0189,gut,species,Blautia sp. CAG:237,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
18,54,msp_0019,gut,species,Bacteroides faecis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1132,54,msp_1270,gut,family,unclassified Lachnospiraceae H,unclassified Lachnospiraceae H,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
594,54,msp_0630,gut,species,[Eubacterium] sp. CAG:161,Lachnospiraceae B EuG,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
80,53,msp_0084,gut,species,Prevotella sp. RUG457 & sp. RUG782 & sp. CAG:386,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
868,53,msp_0942,gut,species,Ellagibacter isourolithinifaciens,Ellagibacter,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
388,53,msp_0407,gut,genus,unclassified Gemmiger,Gemmiger,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1054,52,msp_1173c,gut,family,unclassified Oscillospiraceae,unclassified Oscillospiraceae,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
151,52,msp_0158,gut,species,[Eubacterium] sp. CAG:252,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1180,52,msp_1339,gut,species,Gordonibacter urolithinfaciens,Gordonibacter,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
307,52,msp_0324,gut,species,Alistipes sp. cv1,Alistipes 2,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
79,52,msp_0083,gut,species,Parabacteroides johnsonii,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
298,51,msp_0315,gut,species,Firmicutes bacterium CAG:145,Anaerovoracaceae CAG-145,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
101,51,msp_0106,gut,species,[Clostridiales] bacterium UBA7273 / Firmicutes bacterium CAG:240,Oscillospirales 4 F23-B02,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
689,50,msp_0733,gut,species,[Roseburia] sp. CAG:471,Fusicatenibacter,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1502,50,msp_1854,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
141,49,msp_0147,gut,genus,unclassified Acutalibacteraceae 1 UBA1691,Acutalibacteraceae 1 UBA1691,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
537,49,msp_0565,gut,genus,unclassified Ruthenibacterium,Ruthenibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
484,49,msp_0507,gut,family,unclassified Anaerotignaceae CAG-274,Anaerotignaceae CAG-274,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
335,49,msp_0352,gut,species,[Oscillibacter] sp. CAG:241 & CIM:MAG 164_1,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
516,49,msp_0542,gut,species,[Clostridiaceae] bacterium CIM:MAG 755 / [Clostridium] sp. CAG:230,Lachnospiraceae B TF01-11,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
552,49,msp_0581,gut,species,Firmicutes bacterium CAG:212 / [Clostridium] sp. 2789STDY5834871,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
51,49,msp_0054,gut,species,Bacteroides nordii,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
204,49,msp_0215,gut,species,Dialister hominis,Dialister,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
819,48,msp_0883,gut,species,[Clostridium] spiroforme,Erysipelatoclostridium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,known
344,48,msp_0362,gut,species,Clostridium saudiense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
98,48,msp_0103,gut,species,[Clostridium] innocuum,Absiella-Longicatena,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,known
342,47,msp_0360,gut,species,Enterocloster asparagiformis == lavalensis,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
435,47,msp_0454,gut,genus,unclassified Clostridium,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
785,47,msp_0841,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
357,47,msp_0375,gut,species,Azospirillum sp. 47_25 & CAG:260,Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239,Alphaproteobacteria RF32,Alphaproteobacteria,Proteobacteria,Bacteria,unknown
932,47,msp_1013,gut,genus,unclassified Acutalibacter,Acutalibacter,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1597,47,msp_0482,gut & oral,species,Mitsuokella multacida,Mitsuokella,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,known
1236,46,msp_1418c,gut & oral,species,Streptococcus mitis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
719,46,msp_0766,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
564,46,msp_0595,gut,species,Cryptobacterium sp. CAG:338,Cryptobacterium,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
362,45,msp_0381,gut,species,Alistipes senegalensis,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1372,45,msp_1622,gut,species,[Clostridium] sp. 2789STDY5608793,Lachnoclostridium 2,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
297,45,msp_0314,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
695,45,msp_0740,gut,species,Clostridiales bacterium CIM:MAG 309,unclassified Anaerotignaceae,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
459,45,msp_0480,gut,family,unclassified Lachnospiraceae G,unclassified Lachnospiraceae G,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1088,45,msp_1219,gut & oral,species,Veillonella rogosae,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
124,44,msp_0130,gut,species,Candidatus Gastranaerophilales bacterium x14,Gastranaerophilaceae CAG-196,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
230,44,msp_0242,gut,species,Anaerotignum lactatifermentans,Anaerotignum,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1330,44,msp_1556,gut,species,Holdemania filiformis,Holdemania,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,known
412,44,msp_0431,gut,species,[Eubacterium] sp. CAG:274,Anaerotignaceae CAG-274,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
289,43,msp_0305,gut,species,[Roseburia] sp. CAG:303,Lachnospiraceae B CAG-303,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
